:START_ID(Customer),:END_ID(Review),:TYPE
UV380,4307,WROTE
QC191,4272,WROTE
QO801,2400,WROTE
JJ935,388,WROTE
JJ935,435,WROTE
UA828,132,WROTE
ZA627,4142,WROTE
LT787,4145,WROTE
GS970,1714,WROTE
NQ228,1780,WROTE
CM221,2670,WROTE
HY451,1784,WROTE
TZ806,313,WROTE
UA828,387,WROTE
UD950,3350,WROTE
TX494,3983,WROTE
UG099,3980,WROTE
UQ126,4001,WROTE
JI223,4442,WROTE
PN121,2112,WROTE
FN752,2582,WROTE
BN567,1274,WROTE
LV223,314,WROTE
NB002,3767,WROTE
OZ845,4321,WROTE
FS045,358,WROTE
PN121,756,WROTE
WQ694,842,WROTE
WR609,4704,WROTE
RN037,764,WROTE
ZX420,3570,WROTE
GV152,3772,WROTE
UQ126,4067,WROTE
LV223,4094,WROTE
TK597,1543,WROTE
JO978,1550,WROTE
ID078,2712,WROTE
UG099,2811,WROTE
UV185,1788,WROTE
ER267,2627,WROTE
WT163,2701,WROTE
ZX420,2882,WROTE
TP845,237,WROTE
AY360,537,WROTE
JJ935,828,WROTE
TX494,4685,WROTE
TP845,3385,WROTE
UA828,4254,WROTE
SO908,945,WROTE
WR609,2585,WROTE
NQ228,2615,WROTE
NB019,2637,WROTE
GU953,2293,WROTE
JJ935,2756,WROTE
UQ126,228,WROTE
UQ126,3184,WROTE
OI217,3859,WROTE
MT817,209,WROTE
FN752,432,WROTE
GS970,1043,WROTE
ZA627,1074,WROTE
TF836,2026,WROTE
LP961,2073,WROTE
UQ170,1820,WROTE
ZY562,2173,WROTE
TX494,1158,WROTE
CM221,1185,WROTE
BN567,3069,WROTE
EO425,3411,WROTE
PK065,3592,WROTE
GV152,3612,WROTE
NQ228,4137,WROTE
QC191,4412,WROTE
CM221,1146,WROTE
GH572,1419,WROTE
PU637,2008,WROTE
WT163,2731,WROTE
UX720,1567,WROTE
MT817,1781,WROTE
JJ935,2122,WROTE
HY451,2135,WROTE
HF081,2343,WROTE
UD950,2705,WROTE
BE531,818,WROTE
UD654,3487,WROTE
ZA627,203,WROTE
UX720,1521,WROTE
TI502,1575,WROTE
AG377,2440,WROTE
TX494,2558,WROTE
CB552,4670,WROTE
OV175,4692,WROTE
UN313,4905,WROTE
US789,4517,WROTE
WR609,96,WROTE
NZ483,1007,WROTE
ZP972,1098,WROTE
NB019,3083,WROTE
QC191,3164,WROTE
AG377,3924,WROTE
TK597,4085,WROTE
UG099,1727,WROTE
UV185,1918,WROTE
TM772,1934,WROTE
WT163,1891,WROTE
ZA627,3041,WROTE
JO978,3373,WROTE
UA828,3821,WROTE
TF836,1469,WROTE
TJ349,1470,WROTE
NQ228,4609,WROTE
GS970,329,WROTE
GU953,3013,WROTE
UQ170,3026,WROTE
OE837,3625,WROTE
NZ483,3690,WROTE
JO978,1027,WROTE
JJ935,4507,WROTE
ES731,2762,WROTE
RG949,1764,WROTE
RG949,2129,WROTE
EO425,2231,WROTE
TM772,2280,WROTE
SO908,316,WROTE
ER267,3004,WROTE
PN121,3258,WROTE
LV223,4359,WROTE
NZ483,3431,WROTE
TM772,4096,WROTE
RG949,615,WROTE
MX294,663,WROTE
UN313,693,WROTE
UV380,821,WROTE
NQ516,1404,WROTE
CB552,2221,WROTE
HY451,2295,WROTE
ES731,2373,WROTE
ER267,345,WROTE
PN121,410,WROTE
HB552,902,WROTE
JI223,4154,WROTE
JJ935,4515,WROTE
NB002,2768,WROTE
VW282,3031,WROTE
VO839,3729,WROTE
ZA627,4365,WROTE
OZ845,1412,WROTE
XS276,1671,WROTE
AG377,1960,WROTE
UN313,2775,WROTE
TK597,2010,WROTE
CM221,2114,WROTE
JI223,3640,WROTE
QC191,4313,WROTE
TX494,4436,WROTE
RN037,4859,WROTE
UV185,4663,WROTE
IU348,4955,WROTE
UC855,3668,WROTE
ET738,2092,WROTE
QN420,138,WROTE
UD654,335,WROTE
VO839,7,WROTE
CB552,1474,WROTE
EO425,3107,WROTE
ZP972,3838,WROTE
GV152,4858,WROTE
UG099,1578,WROTE
GU953,2539,WROTE
NB019,2568,WROTE
MU442,2594,WROTE
TR797,2649,WROTE
OI217,2894,WROTE
ZP972,3351,WROTE
OI217,3769,WROTE
QC191,3930,WROTE
UQ170,1120,WROTE
UD950,4541,WROTE
TJ349,4681,WROTE
LP961,4923,WROTE
JI223,4928,WROTE
TJ349,3439,WROTE
BN567,846,WROTE
QN420,125,WROTE
DY566,600,WROTE
FB602,1218,WROTE
UV185,4795,WROTE
AG377,4924,WROTE
KT263,2181,WROTE
TI502,2693,WROTE
MU442,3114,WROTE
LV223,3198,WROTE
LT787,4422,WROTE
UA828,3679,WROTE
FB602,3839,WROTE
WT163,4852,WROTE
JJ935,37,WROTE
XS276,340,WROTE
GV152,2096,WROTE
NZ483,2171,WROTE
EO425,2572,WROTE
QN420,4593,WROTE
VW282,3828,WROTE
LP961,4191,WROTE
GY227,243,WROTE
NQ516,372,WROTE
MT817,480,WROTE
OZ845,1415,WROTE
JI223,1143,WROTE
AY360,1349,WROTE
JJ935,4914,WROTE
UV185,2824,WROTE
UD654,3270,WROTE
AI186,3643,WROTE
NB019,4235,WROTE
PK065,4451,WROTE
TR797,323,WROTE
AI186,672,WROTE
MW797,2795,WROTE
FN752,1564,WROTE
ES731,1954,WROTE
JO498,1996,WROTE
DX546,2128,WROTE
OZ845,2978,WROTE
AG377,3508,WROTE
KE304,3698,WROTE
TZ806,3990,WROTE
MX294,4750,WROTE
FN752,4778,WROTE
FM680,510,WROTE
XW166,40,WROTE
SO908,1014,WROTE
RG949,1095,WROTE
NB002,1658,WROTE
NQ516,1899,WROTE
PK065,2208,WROTE
NB002,2506,WROTE
FR131,1771,WROTE
ID078,2730,WROTE
YQ009,349,WROTE
WR609,599,WROTE
RN037,807,WROTE
JO978,862,WROTE
OZ845,1314,WROTE
IU348,4786,WROTE
ET738,1762,WROTE
UA828,2258,WROTE
FB602,3098,WROTE
XW166,3419,WROTE
OV175,4336,WROTE
QC191,108,WROTE
OZ845,367,WROTE
WQ694,1137,WROTE
WT163,806,WROTE
HF081,3519,WROTE
SO908,3758,WROTE
KE304,3084,WROTE
OV175,3353,WROTE
TX494,1795,WROTE
TJ349,1825,WROTE
LP961,2348,WROTE
TX494,2794,WROTE
ZX420,4838,WROTE
AG377,82,WROTE
DY566,431,WROTE
OI217,570,WROTE
FR131,1278,WROTE
HY451,191,WROTE
OV175,448,WROTE
OV175,629,WROTE
ZP972,646,WROTE
TM772,653,WROTE
WQ694,1691,WROTE
XS276,3932,WROTE
CK028,4618,WROTE
NB019,4678,WROTE
DV187,4834,WROTE
IU348,4964,WROTE
DR567,4875,WROTE
LP961,1636,WROTE
UV185,360,WROTE
NQ228,1276,WROTE
UN313,4115,WROTE
CB552,3364,WROTE
LV223,3945,WROTE
MW797,1648,WROTE
TZ806,1757,WROTE
UV380,2435,WROTE
UG099,4523,WROTE
LP961,4931,WROTE
AY360,359,WROTE
NQ516,1173,WROTE
UX720,508,WROTE
LT787,986,WROTE
OE837,1110,WROTE
LP961,1351,WROTE
GS970,1786,WROTE
MT817,3099,WROTE
GU953,4368,WROTE
NZ483,3974,WROTE
TR797,4015,WROTE
ER267,4258,WROTE
BN567,1698,WROTE
NN992,1976,WROTE
UV185,2126,WROTE
ZA627,2531,WROTE
TK597,2659,WROTE
WR609,392,WROTE
LC708,593,WROTE
PN121,901,WROTE
NN992,1181,WROTE
UD654,1311,WROTE
RN037,4498,WROTE
RN037,2673,WROTE
US789,3070,WROTE
UQ170,955,WROTE
TJ349,533,WROTE
KT263,644,WROTE
GH572,858,WROTE
DR567,1704,WROTE
IU348,2200,WROTE
XS276,3243,WROTE
CM221,3331,WROTE
UQ170,3770,WROTE
LT787,3420,WROTE
TI502,4032,WROTE
NQ228,304,WROTE
MW797,671,WROTE
JI223,1417,WROTE
BN567,1459,WROTE
TM772,4464,WROTE
SO908,1593,WROTE
GU953,1995,WROTE
NZ483,511,WROTE
KE304,694,WROTE
ES731,4357,WROTE
UD654,4489,WROTE
UC855,4538,WROTE
GH572,4893,WROTE
TF836,4895,WROTE
XD471,35,WROTE
VW282,319,WROTE
PK065,786,WROTE
UV185,255,WROTE
CK028,581,WROTE
WQ694,1021,WROTE
XD471,2493,WROTE
TK597,3938,WROTE
IU348,4329,WROTE
LC708,3666,WROTE
AY360,3934,WROTE
OI217,1159,WROTE
TI502,4672,WROTE
GV152,1965,WROTE
ZX420,2821,WROTE
ZX420,2865,WROTE
PU637,2237,WROTE
QN420,3329,WROTE
NZ483,3362,WROTE
TI502,4530,WROTE
FN752,4534,WROTE
UC855,4909,WROTE
LC708,4971,WROTE
SO908,4975,WROTE
VO839,4979,WROTE
ES731,1536,WROTE
BE531,716,WROTE
TR797,839,WROTE
CB552,1317,WROTE
CK028,3126,WROTE
NZ483,3531,WROTE
JI223,2448,WROTE
UV380,2588,WROTE
BN567,2902,WROTE
ET738,183,WROTE
FN752,678,WROTE
MX294,1191,WROTE
QN420,1294,WROTE
NQ516,1359,WROTE
AY360,1477,WROTE
FS045,1484,WROTE
AY360,530,WROTE
UC855,3188,WROTE
UD950,3634,WROTE
VO839,3711,WROTE
PN121,4111,WROTE
HY451,4475,WROTE
FB602,4940,WROTE
DX546,4218,WROTE
TM772,3147,WROTE
HF081,3271,WROTE
MU442,4793,WROTE
TK597,4809,WROTE
GY227,148,WROTE
FB602,1394,WROTE
QO801,2761,WROTE
XD471,2407,WROTE
DR567,2536,WROTE
MX294,2854,WROTE
YQ009,167,WROTE
UD950,673,WROTE
DY566,4766,WROTE
TM772,4832,WROTE
WR609,4879,WROTE
UC855,2983,WROTE
RN037,4224,WROTE
UQ170,2210,WROTE
VO839,2527,WROTE
PU637,2134,WROTE
UQ126,2162,WROTE
HB552,2419,WROTE
LC708,4693,WROTE
FR131,22,WROTE
TX494,379,WROTE
JO498,3191,WROTE
JJ935,3242,WROTE
OI217,3438,WROTE
ZA627,4141,WROTE
LC708,4360,WROTE
ID078,1686,WROTE
HF081,2141,WROTE
US789,188,WROTE
UQ170,880,WROTE
TR797,385,WROTE
LT787,551,WROTE
UV185,591,WROTE
GH572,2988,WROTE
GU953,3465,WROTE
EG092,3655,WROTE
WT163,1610,WROTE
CB552,2510,WROTE
MU442,2528,WROTE
ZP972,2628,WROTE
UA828,1938,WROTE
OI217,95,WROTE
MT817,149,WROTE
FB602,740,WROTE
QN420,893,WROTE
GV152,3227,WROTE
FN752,3521,WROTE
UD950,3260,WROTE
LC708,3713,WROTE
JJ935,1600,WROTE
XW166,2537,WROTE
PK065,2789,WROTE
QN420,4830,WROTE
FM680,877,WROTE
MX294,861,WROTE
US789,993,WROTE
NN992,1149,WROTE
UV185,1262,WROTE
NN992,1841,WROTE
HY451,2055,WROTE
OV175,2555,WROTE
GS970,3173,WROTE
HF081,4390,WROTE
TP845,4506,WROTE
FR076,4732,WROTE
NB019,1618,WROTE
UQ170,1855,WROTE
TI502,2552,WROTE
FM680,1161,WROTE
UX720,3128,WROTE
QC191,3470,WROTE
OV175,3756,WROTE
CK028,4076,WROTE
FR076,3025,WROTE
SO908,3748,WROTE
JO498,3963,WROTE
RN037,1999,WROTE
DY566,2146,WROTE
VW282,2842,WROTE
GY227,4876,WROTE
NN992,294,WROTE
QN420,471,WROTE
MW797,1093,WROTE
NQ228,1343,WROTE
XS276,47,WROTE
QN420,555,WROTE
OV175,922,WROTE
QN420,2890,WROTE
TK597,3050,WROTE
NQ228,3142,WROTE
TF836,4730,WROTE
TX494,4611,WROTE
XW166,1263,WROTE
AI186,3562,WROTE
WQ694,3355,WROTE
ZA627,4197,WROTE
FS045,2315,WROTE
WT163,24,WROTE
UG099,302,WROTE
UV185,1270,WROTE
XD471,181,WROTE
ET738,246,WROTE
TM772,3816,WROTE
PK065,4568,WROTE
EO425,1957,WROTE
NQ516,1758,WROTE
GU953,2455,WROTE
NZ483,109,WROTE
MW797,450,WROTE
TK597,512,WROTE
TK597,317,WROTE
CM221,574,WROTE
PN121,1975,WROTE
XD471,2833,WROTE
MT817,3330,WROTE
FR131,3750,WROTE
XW166,3783,WROTE
PK065,3288,WROTE
HY451,1568,WROTE
UA828,1796,WROTE
QC191,1817,WROTE
MU442,1986,WROTE
MT817,2079,WROTE
CM221,436,WROTE
ZX420,513,WROTE
VW282,4701,WROTE
UD950,4929,WROTE
TM772,1580,WROTE
AI186,1809,WROTE
QO801,1992,WROTE
ZA627,2154,WROTE
NZ483,2886,WROTE
UD950,3058,WROTE
TM772,3240,WROTE
QO801,3245,WROTE
UV380,3390,WROTE
NN992,4109,WROTE
SO908,1105,WROTE
EG092,394,WROTE
GU953,3349,WROTE
MU442,3512,WROTE
TM772,3806,WROTE
KE304,2976,WROTE
DR567,4041,WROTE
UQ126,622,WROTE
UV380,848,WROTE
NN992,1293,WROTE
WQ694,143,WROTE
NQ516,1053,WROTE
DV187,1396,WROTE
TP845,1403,WROTE
UQ170,2786,WROTE
UD654,1766,WROTE
MU442,1908,WROTE
JO978,283,WROTE
ET738,837,WROTE
UN313,1251,WROTE
NQ228,1290,WROTE
TX494,3305,WROTE
UC855,4066,WROTE
NQ516,4394,WROTE
LP961,3582,WROTE
SO908,3977,WROTE
OI217,4135,WROTE
OV175,1774,WROTE
TM772,2420,WROTE
UA828,2876,WROTE
JJ935,4848,WROTE
FB602,639,WROTE
HF081,211,WROTE
GV152,412,WROTE
VO839,1354,WROTE
US789,2067,WROTE
TR797,3673,WROTE
FR131,3685,WROTE
QN420,4920,WROTE
UD654,1746,WROTE
VO839,2127,WROTE
ER267,2246,WROTE
ZA627,2409,WROTE
RN037,866,WROTE
FS045,1096,WROTE
WT163,4054,WROTE
KT263,3524,WROTE
UD654,1837,WROTE
OI217,4773,WROTE
QO801,384,WROTE
VO839,1488,WROTE
TZ806,2250,WROTE
LC708,4543,WROTE
TK597,4687,WROTE
PU637,4807,WROTE
UQ126,4846,WROTE
AG377,4594,WROTE
TX494,4982,WROTE
ZP972,253,WROTE
EG092,578,WROTE
AI186,749,WROTE
ZP972,4136,WROTE
KE304,1875,WROTE
UG099,2320,WROTE
TP845,2323,WROTE
UV185,1340,WROTE
XW166,1408,WROTE
GU953,4986,WROTE
DX546,4488,WROTE
FR076,4652,WROTE
RN037,4712,WROTE
UG099,2374,WROTE
RG949,2484,WROTE
EG092,3921,WROTE
SO908,4369,WROTE
ZX420,3670,WROTE
XW166,4153,WROTE
ZY562,4565,WROTE
MW797,229,WROTE
MU442,265,WROTE
GS970,1256,WROTE
PN121,1460,WROTE
MW797,857,WROTE
VW282,979,WROTE
JO978,989,WROTE
XS276,1174,WROTE
UQ170,4491,WROTE
WQ694,1082,WROTE
FM680,4073,WROTE
DX546,1601,WROTE
YQ009,2736,WROTE
MX294,552,WROTE
PN121,645,WROTE
GS970,2038,WROTE
GH572,2939,WROTE
TF836,4700,WROTE
UA828,4056,WROTE
KT263,4010,WROTE
WQ694,1730,WROTE
UV185,1731,WROTE
MW797,1906,WROTE
BE531,114,WROTE
TX494,988,WROTE
OV175,4948,WROTE
AG377,4950,WROTE
QC191,4992,WROTE
CB552,4801,WROTE
TF836,4868,WROTE
UN313,1628,WROTE
UV185,1681,WROTE
NQ516,2347,WROTE
ES731,2590,WROTE
IU348,2760,WROTE
BN567,3093,WROTE
FM680,233,WROTE
FN752,415,WROTE
ZP972,906,WROTE
XW166,542,WROTE
YQ009,1794,WROTE
RG949,2188,WROTE
HB552,3032,WROTE
OV175,3217,WROTE
TJ349,3064,WROTE
FN752,3108,WROTE
EG092,3649,WROTE
AY360,3757,WROTE
MU442,202,WROTE
NB002,1166,WROTE
NQ228,1305,WROTE
OZ845,4963,WROTE
CB552,1840,WROTE
PK065,1994,WROTE
CM221,1754,WROTE
SO908,2733,WROTE
ZX420,2803,WROTE
XS276,563,WROTE
NN992,3786,WROTE
AY360,3803,WROTE
UQ126,3949,WROTE
TR797,4474,WROTE
GS970,4606,WROTE
UD950,4865,WROTE
FR076,656,WROTE
GV152,900,WROTE
OI217,1240,WROTE
KT263,1963,WROTE
UV185,2737,WROTE
DV187,2829,WROTE
FB602,3097,WROTE
NB002,3143,WROTE
TZ806,3334,WROTE
TM772,207,WROTE
NZ483,565,WROTE
FB602,933,WROTE
US789,1229,WROTE
NN992,2544,WROTE
XW166,2771,WROTE
AG377,2936,WROTE
WQ694,3016,WROTE
WQ694,3723,WROTE
RN037,3244,WROTE
ZY562,3498,WROTE
ES731,1834,WROTE
AG377,1932,WROTE
UD654,2929,WROTE
TJ349,2969,WROTE
GV152,4571,WROTE
DV187,4680,WROTE
DY566,4813,WROTE
AG377,262,WROTE
TJ349,1167,WROTE
MU442,2194,WROTE
DY566,2487,WROTE
UD654,2901,WROTE
WT163,4527,WROTE
QN420,4724,WROTE
NB019,4887,WROTE
NQ516,4917,WROTE
GH572,187,WROTE
ZP972,3814,WROTE
OV175,1668,WROTE
UV380,1710,WROTE
DY566,2704,WROTE
TZ806,1829,WROTE
MU442,4661,WROTE
ZA627,3935,WROTE
BE531,3401,WROTE
GV152,3691,WROTE
VW282,3918,WROTE
ES731,4350,WROTE
ER267,4434,WROTE
GH572,1228,WROTE
YQ009,1438,WROTE
NB019,65,WROTE
ZY562,296,WROTE
FR131,666,WROTE
TR797,736,WROTE
CK028,958,WROTE
FR076,961,WROTE
HF081,3537,WROTE
BN567,3615,WROTE
PU637,3676,WROTE
CK028,2570,WROTE
LV223,2121,WROTE
VW282,2344,WROTE
GU953,4339,WROTE
OE837,42,WROTE
EO425,102,WROTE
UC855,538,WROTE
JO498,3824,WROTE
ZY562,4416,WROTE
JO498,2500,WROTE
VO839,5000,WROTE
IU348,3325,WROTE
UG099,194,WROTE
BN567,1056,WROTE
AG377,2818,WROTE
MW797,2083,WROTE
GH572,2140,WROTE
JJ935,2269,WROTE
OV175,3613,WROTE
BE531,3863,WROTE
FN752,4502,WROTE
TF836,1501,WROTE
UD654,186,WROTE
TZ806,603,WROTE
KE304,696,WROTE
TF836,3194,WROTE
HY451,3366,WROTE
HF081,3652,WROTE
AI186,1810,WROTE
LV223,2071,WROTE
XW166,4803,WROTE
LC708,4720,WROTE
GS970,3113,WROTE
OI217,175,WROTE
MU442,505,WROTE
GV152,1102,WROTE
LT787,1160,WROTE
HF081,1607,WROTE
EG092,2144,WROTE
TX494,2820,WROTE
IU348,2618,WROTE
GV152,2691,WROTE
MX294,2698,WROTE
AY360,3378,WROTE
ZP972,4276,WROTE
NZ483,3088,WROTE
FR076,3565,WROTE
DV187,13,WROTE
PN121,225,WROTE
ER267,564,WROTE
GU953,1038,WROTE
PN121,2009,WROTE
BE531,2554,WROTE
UQ170,4853,WROTE
LP961,3246,WROTE
ES731,3495,WROTE
GU953,3727,WROTE
WR609,4004,WROTE
UG099,4083,WROTE
XW166,3973,WROTE
LP961,4151,WROTE
UQ170,2621,WROTE
LP961,2905,WROTE
NQ228,4713,WROTE
UV380,4509,WROTE
UD950,4292,WROTE
UD950,1156,WROTE
MW797,1453,WROTE
HY451,1962,WROTE
WQ694,2255,WROTE
DV187,1544,WROTE
YQ009,2182,WROTE
TM772,2262,WROTE
FR076,3161,WROTE
OV175,3701,WROTE
NB019,4842,WROTE
AG377,798,WROTE
NB002,1130,WROTE
ZP972,1448,WROTE
TJ349,123,WROTE
JO498,264,WROTE
MU442,1342,WROTE
NB019,3284,WROTE
OZ845,4452,WROTE
BE531,1777,WROTE
ID078,4927,WROTE
XD471,3630,WROTE
ZA627,29,WROTE
ZA627,548,WROTE
PN121,879,WROTE
ET738,1062,WROTE
ZP972,1168,WROTE
UG099,3407,WROTE
TR797,3959,WROTE
HF081,4840,WROTE
BE531,2033,WROTE
EG092,2050,WROTE
ID078,2378,WROTE
FB602,702,WROTE
TX494,927,WROTE
FS045,292,WROTE
TM772,572,WROTE
TP845,934,WROTE
AY360,1083,WROTE
DY566,1212,WROTE
GH572,2684,WROTE
OZ845,2832,WROTE
PN121,3125,WROTE
TM772,3183,WROTE
EO425,3437,WROTE
QO801,3502,WROTE
JI223,3566,WROTE
JO498,3933,WROTE
TJ349,1707,WROTE
XS276,1910,WROTE
UC855,2899,WROTE
LT787,1072,WROTE
LP961,4957,WROTE
HF081,2051,WROTE
VO839,2312,WROTE
UQ170,2466,WROTE
UC855,2511,WROTE
JO498,3664,WROTE
KE304,3784,WROTE
HB552,90,WROTE
QN420,583,WROTE
UG099,1478,WROTE
VW282,2574,WROTE
FN752,2708,WROTE
WT163,2777,WROTE
EO425,4698,WROTE
KT263,1706,WROTE
MT817,2174,WROTE
GH572,71,WROTE
AG377,1261,WROTE
NB002,3576,WROTE
KE304,4349,WROTE
UV185,3199,WROTE
VW282,3472,WROTE
BN567,2578,WROTE
NQ516,4755,WROTE
NZ483,100,WROTE
YQ009,772,WROTE
ES731,836,WROTE
JO978,962,WROTE
UC855,1285,WROTE
BN567,3000,WROTE
US789,4236,WROTE
ES731,4844,WROTE
ES731,4702,WROTE
FB602,915,WROTE
GS970,1069,WROTE
LP961,1602,WROTE
XS276,1729,WROTE
UQ126,2289,WROTE
TX494,2469,WROTE
ID078,3148,WROTE
ES731,3120,WROTE
NB002,3417,WROTE
RN037,4017,WROTE
HF081,4174,WROTE
PN121,398,WROTE
TP845,557,WROTE
TR797,669,WROTE
GY227,771,WROTE
AI186,889,WROTE
TZ806,4699,WROTE
GV152,1527,WROTE
AG377,2439,WROTE
NQ228,224,WROTE
GV152,327,WROTE
OZ845,4008,WROTE
GH572,4398,WROTE
KE304,4968,WROTE
KE304,84,WROTE
QC191,1726,WROTE
SO908,3092,WROTE
UV185,3117,WROTE
BE531,3560,WROTE
GV152,3804,WROTE
JO498,3870,WROTE
XD471,3232,WROTE
ER267,97,WROTE
OE837,137,WROTE
FR131,4925,WROTE
TR797,2300,WROTE
WT163,1860,WROTE
WT163,2658,WROTE
NB002,411,WROTE
XD471,3657,WROTE
UA828,4127,WROTE
FN752,4131,WROTE
QC191,3341,WROTE
BN567,3352,WROTE
TM772,1566,WROTE
OV175,2247,WROTE
MU442,4874,WROTE
DV187,4926,WROTE
GV152,4998,WROTE
TJ349,3316,WROTE
UV185,3667,WROTE
ET738,1234,WROTE
KE304,1504,WROTE
US789,1776,WROTE
ZY562,2565,WROTE
UA828,3922,WROTE
UD950,4966,WROTE
ER267,99,WROTE
WR609,1407,WROTE
IU348,3322,WROTE
EG092,3449,WROTE
FM680,1612,WROTE
UQ126,2270,WROTE
PN121,4676,WROTE
PK065,4501,WROTE
TP845,3045,WROTE
EG092,4149,WROTE
DY566,285,WROTE
JO978,2021,WROTE
KT263,2298,WROTE
ES731,2739,WROTE
XS276,2623,WROTE
UG099,3433,WROTE
UD654,52,WROTE
DX546,1116,WROTE
OE837,1292,WROTE
CK028,1513,WROTE
TX494,1034,WROTE
LT787,1266,WROTE
TP845,1629,WROTE
UQ170,2060,WROTE
XS276,4521,WROTE
EG092,4623,WROTE
LV223,4981,WROTE
TF836,3043,WROTE
LC708,4204,WROTE
QC191,3445,WROTE
KE304,3846,WROTE
EO425,1559,WROTE
OI217,2187,WROTE
RG949,2613,WROTE
UD950,4718,WROTE
KE304,4624,WROTE
MU442,3012,WROTE
TJ349,4415,WROTE
MX294,381,WROTE
TF836,494,WROTE
UQ126,700,WROTE
UX720,981,WROTE
US789,1487,WROTE
GV152,2317,WROTE
WT163,2741,WROTE
LC708,2306,WROTE
FR076,3112,WROTE
AY360,3263,WROTE
JO978,3324,WROTE
UV185,3811,WROTE
PK065,4090,WROTE
FM680,4439,WROTE
FR131,4645,WROTE
MW797,526,WROTE
CB552,698,WROTE
ES731,157,WROTE
ID078,722,WROTE
WR609,3717,WROTE
ZY562,1941,WROTE
DR567,4486,WROTE
DR567,4494,WROTE
RG949,3361,WROTE
JO498,4159,WROTE
FR131,4311,WROTE
EO425,618,WROTE
RG949,713,WROTE
OI217,2507,WROTE
UG099,2827,WROTE
TJ349,1763,WROTE
OI217,2218,WROTE
DR567,2389,WROTE
WT163,2522,WROTE
CM221,2744,WROTE
QC191,2809,WROTE
FS045,4425,WROTE
FN752,812,WROTE
PU637,1268,WROTE
HB552,2676,WROTE
LC708,2719,WROTE
FR076,2943,WROTE
SO908,4716,WROTE
AG377,3765,WROTE
PK065,3952,WROTE
ZA627,3156,WROTE
HF081,2365,WROTE
JO498,495,WROTE
XW166,580,WROTE
TJ349,1002,WROTE
XS276,14,WROTE
ET738,709,WROTE
GH572,831,WROTE
SO908,1482,WROTE
US789,1590,WROTE
EG092,1917,WROTE
WR609,2589,WROTE
EO425,3484,WROTE
YQ009,4328,WROTE
JO978,3255,WROTE
TM772,3812,WROTE
VO839,2029,WROTE
JJ935,2598,WROTE
QN420,426,WROTE
LC708,4570,WROTE
FM680,4857,WROTE
PK065,1549,WROTE
AY360,2254,WROTE
KT263,4116,WROTE
KT263,4282,WROTE
RN037,1193,WROTE
DV187,1077,WROTE
UA828,2709,WROTE
WT163,2921,WROTE
XS276,4612,WROTE
DR567,3094,WROTE
FB602,3704,WROTE
NQ516,4016,WROTE
NQ516,4092,WROTE
KE304,3396,WROTE
ID078,2078,WROTE
TR797,871,WROTE
RN037,1186,WROTE
ZP972,4751,WROTE
FN752,3253,WROTE
QN420,3559,WROTE
TM772,3860,WROTE
RN037,4367,WROTE
IU348,442,WROTE
UN313,1323,WROTE
WQ694,208,WROTE
TM772,466,WROTE
IU348,768,WROTE
FB602,916,WROTE
HB552,1300,WROTE
ZP972,4629,WROTE
GS970,1885,WROTE
FR076,2151,WROTE
UX720,2463,WROTE
WR609,3337,WROTE
US789,3543,WROTE
ZX420,3105,WROTE
DR567,3187,WROTE
TZ806,4147,WROTE
UN313,4400,WROTE
NZ483,4987,WROTE
FN752,232,WROTE
TJ349,256,WROTE
BE531,439,WROTE
JJ935,596,WROTE
VO839,939,WROTE
HY451,1001,WROTE
EG092,1336,WROTE
BE531,1490,WROTE
AY360,1745,WROTE
GY227,1594,WROTE
ES731,1835,WROTE
NZ483,2014,WROTE
MT817,2219,WROTE
YQ009,4590,WROTE
HY451,3116,WROTE
NB019,3182,WROTE
UV185,3552,WROTE
OV175,3895,WROTE
FM680,4105,WROTE
UC855,611,WROTE
UQ170,19,WROTE
TZ806,1381,WROTE
PU637,1700,WROTE
UV380,2085,WROTE
DY566,2267,WROTE
UN313,2870,WROTE
NZ483,2971,WROTE
RN037,3436,WROTE
UV185,3647,WROTE
UC855,3687,WROTE
DV187,4273,WROTE
JJ935,3387,WROTE
NQ516,3578,WROTE
BN567,1205,WROTE
ZA627,2566,WROTE
WR609,1893,WROTE
JO498,2064,WROTE
OE837,2925,WROTE
QN420,3628,WROTE
UX720,3650,WROTE
US789,4480,WROTE
HB552,339,WROTE
TJ349,383,WROTE
WR609,3081,WROTE
TR797,3820,WROTE
QO801,447,WROTE
BN567,2265,WROTE
CB552,4951,WROTE
ET738,4458,WROTE
TI502,4524,WROTE
XW166,777,WROTE
WR609,1138,WROTE
ZY562,3797,WROTE
TZ806,1980,WROTE
NZ483,2403,WROTE
IU348,911,WROTE
SO908,1188,WROTE
EO425,3880,WROTE
ER267,4418,WROTE
NQ516,1519,WROTE
GV152,2850,WROTE
TJ349,475,WROTE
TK597,575,WROTE
ZX420,1092,WROTE
JO498,776,WROTE
QC191,808,WROTE
MX294,875,WROTE
EG092,1232,WROTE
UV185,3623,WROTE
PU637,3638,WROTE
GV152,4006,WROTE
NN992,4102,WROTE
EO425,4257,WROTE
WR609,2309,WROTE
BN567,2806,WROTE
HF081,2338,WROTE
FN752,2387,WROTE
FR076,504,WROTE
MX294,682,WROTE
GH572,944,WROTE
GV152,4461,WROTE
HB552,4812,WROTE
OV175,61,WROTE
XS276,651,WROTE
FB602,1118,WROTE
FM680,2638,WROTE
TZ806,3079,WROTE
